130.0,115.0,85.0,99.0
129.0,115.0,85.0,99.0
128.0,115.0,85.0,99.0
127.0,115.0,85.0,99.0
126.0,115.0,85.0,99.0
126.0,115.0,85.0,99.0
125.0,115.0,85.0,99.0
124.0,115.0,85.0,99.0
123.0,115.0,85.0,99.0
123.0,116.0,85.0,99.0
122.0,116.0,85.0,99.0
121.0,116.0,85.0,99.0
120.0,116.0,85.0,99.0
119.0,116.0,85.0,99.0
119.0,116.0,85.0,99.0
118.0,116.0,85.0,99.0
117.0,116.0,85.0,99.0
116.0,116.0,85.0,99.0
116.0,117.0,85.0,99.0
115.0,116.0,85.0,99.0
114.0,116.0,85.0,99.0
113.0,116.0,85.0,99.0
112.0,115.0,85.0,99.0
111.0,115.0,85.0,99.0
110.0,115.0,85.0,99.0
109.0,114.0,85.0,99.0
108.0,114.0,85.0,99.0
107.0,114.0,85.0,99.0
106.0,113.0,85.0,99.0
105.0,113.0,85.0,99.0
104.0,113.0,85.0,99.0
103.0,112.0,85.0,99.0
102.0,112.0,85.0,99.0
101.0,112.0,85.0,99.0
102.0,112.0,85.0,99.0
104.0,112.0,85.0,99.0
105.0,112.0,85.0,99.0
107.0,112.0,85.0,99.0
108.0,112.0,85.0,99.0
110.0,112.0,85.0,99.0
111.0,113.0,85.0,99.0
113.0,113.0,85.0,99.0
114.0,113.0,85.0,99.0
116.0,113.0,85.0,99.0
117.0,113.0,85.0,99.0
119.0,113.0,85.0,99.0
120.0,113.0,85.0,99.0
122.0,114.0,85.0,99.0
123.0,114.0,85.0,99.0
125.0,114.0,85.0,99.0
126.0,114.0,85.0,99.0
128.0,114.0,85.0,99.0
129.0,114.0,85.0,99.0
131.0,114.0,85.0,99.0
133.0,115.0,85.0,99.0
133.0,115.0,85.0,99.0
134.0,116.0,85.0,99.0
135.0,116.0,85.0,99.0
136.0,117.0,85.0,99.0
137.0,117.0,85.0,99.0
138.0,118.0,85.0,99.0
139.0,119.0,85.0,99.0
140.0,119.0,85.0,99.0
141.0,120.0,85.0,99.0
142.0,120.0,85.0,99.0
143.0,121.0,85.0,99.0
144.0,121.0,85.0,99.0
145.0,122.0,85.0,99.0
146.0,123.0,85.0,99.0
145.0,124.0,85.0,99.0
144.0,125.0,85.0,99.0
143.0,126.0,85.0,99.0
142.0,125.0,85.0,99.0
142.0,125.0,85.0,99.0
142.0,124.0,85.0,99.0
141.0,124.0,85.0,99.0
141.0,123.0,85.0,99.0
141.0,123.0,85.0,99.0
141.0,123.0,85.0,99.0
140.0,122.0,85.0,99.0
140.0,122.0,85.0,99.0
140.0,121.0,85.0,99.0
139.0,121.0,85.0,99.0
139.0,120.0,85.0,99.0
139.0,120.0,85.0,99.0
139.0,120.0,85.0,99.0
138.0,120.0,85.0,99.0
137.0,121.0,85.0,99.0
136.0,121.0,85.0,99.0
135.0,122.0,85.0,99.0
134.0,122.0,85.0,99.0
133.0,122.0,85.0,99.0
132.0,122.0,85.0,99.0
131.0,122.0,85.0,99.0
131.0,122.0,85.0,99.0
130.0,122.0,85.0,99.0
129.0,122.0,85.0,99.0
128.0,122.0,85.0,99.0
128.0,122.0,85.0,99.0
127.0,122.0,85.0,99.0
126.0,123.0,85.0,99.0
125.0,123.0,85.0,99.0
124.0,123.0,85.0,99.0
124.0,123.0,85.0,99.0
123.0,123.0,85.0,99.0
122.0,123.0,85.0,99.0
121.0,123.0,85.0,99.0
121.0,123.0,85.0,99.0
120.0,123.0,85.0,99.0
119.0,123.0,85.0,99.0
118.0,123.0,85.0,99.0
118.0,124.0,85.0,99.0
117.0,123.0,85.0,99.0
117.0,123.0,85.0,99.0
117.0,123.0,85.0,99.0
117.0,123.0,85.0,99.0
117.0,123.0,85.0,99.0
117.0,123.0,85.0,99.0
117.0,123.0,85.0,99.0
117.0,123.0,85.0,99.0
117.0,123.0,85.0,99.0
117.0,123.0,85.0,99.0
117.0,123.0,85.0,99.0
117.0,123.0,85.0,99.0
117.0,123.0,85.0,99.0
116.0,122.0,85.0,99.0
116.0,122.0,85.0,99.0
116.0,122.0,85.0,99.0
116.0,122.0,85.0,99.0
116.0,122.0,85.0,99.0
116.0,122.0,85.0,99.0
116.0,122.0,85.0,99.0
116.0,122.0,85.0,99.0
116.0,122.0,85.0,99.0
116.0,122.0,85.0,99.0
116.0,122.0,85.0,99.0
116.0,122.0,85.0,99.0
116.0,122.0,85.0,99.0
116.0,122.0,85.0,99.0
115.0,121.0,85.0,99.0
115.0,121.0,85.0,99.0
115.0,121.0,85.0,99.0
115.0,121.0,85.0,99.0
115.0,121.0,85.0,99.0
115.0,121.0,85.0,99.0
115.0,121.0,85.0,99.0
115.0,121.0,85.0,99.0
115.0,121.0,85.0,99.0
115.0,121.0,85.0,99.0
115.0,121.0,85.0,99.0
115.0,121.0,85.0,99.0
115.0,121.0,85.0,99.0
114.0,120.0,85.0,99.0
114.0,120.0,85.0,99.0
114.0,120.0,85.0,99.0
114.0,120.0,85.0,99.0
114.0,120.0,85.0,99.0
114.0,120.0,85.0,99.0
114.0,120.0,85.0,99.0
114.0,120.0,85.0,99.0
114.0,120.0,85.0,99.0
114.0,120.0,85.0,99.0
114.0,120.0,85.0,99.0
114.0,120.0,85.0,99.0
114.0,120.0,85.0,99.0
114.0,120.0,85.0,99.0
114.0,120.0,85.0,99.0
114.0,120.0,85.0,99.0
114.0,120.0,85.0,99.0
114.0,121.0,85.0,99.0
114.0,121.0,85.0,99.0
114.0,121.0,85.0,99.0
114.0,122.0,85.0,99.0
114.0,122.0,85.0,99.0
114.0,122.0,85.0,99.0
114.0,122.0,85.0,99.0
114.0,123.0,85.0,99.0
114.0,123.0,85.0,99.0
114.0,123.0,85.0,99.0
114.0,124.0,85.0,99.0
114.0,124.0,85.0,99.0
114.0,124.0,85.0,99.0
114.0,124.0,85.0,99.0
114.0,125.0,85.0,99.0
114.0,125.0,85.0,99.0
114.0,125.0,85.0,99.0
114.0,126.0,85.0,99.0
114.0,126.0,85.0,99.0
115.0,126.0,85.0,99.0
115.0,126.0,85.0,99.0
115.0,127.0,85.0,99.0
115.0,127.0,85.0,99.0
115.0,127.0,85.0,99.0
115.0,128.0,85.0,99.0
115.0,128.0,85.0,99.0
115.0,128.0,85.0,99.0
115.0,128.0,85.0,99.0
115.0,129.0,85.0,99.0
115.0,129.0,85.0,99.0
115.0,129.0,85.0,99.0
115.0,130.0,85.0,99.0
115.0,130.0,85.0,99.0
115.0,130.0,85.0,99.0
115.0,130.0,85.0,99.0
115.0,131.0,85.0,99.0
115.0,131.0,85.0,99.0
115.0,131.0,85.0,99.0
115.0,132.0,85.0,99.0
115.0,132.0,85.0,99.0
115.0,132.0,85.0,99.0
116.0,133.0,85.0,99.0
116.0,133.0,85.0,99.0
116.0,134.0,85.0,99.0
116.0,134.0,85.0,99.0
116.0,135.0,85.0,99.0
116.0,135.0,85.0,99.0
116.0,136.0,85.0,99.0
116.0,134.0,85.0,99.0
116.0,133.0,85.0,99.0
116.0,132.0,85.0,99.0
116.0,131.0,85.0,99.0
116.0,130.0,85.0,99.0
116.0,127.0,85.0,99.0
116.0,124.0,85.0,99.0
116.0,121.0,85.0,99.0
117.0,118.0,85.0,99.0
117.0,115.0,85.0,99.0
117.0,112.0,85.0,99.0
117.0,109.0,85.0,99.0
118.0,107.0,85.0,99.0
118.0,105.0,85.0,99.0
119.0,104.0,85.0,99.0
119.0,103.0,85.0,99.0
120.0,102.0,85.0,99.0
120.0,101.0,85.0,99.0
121.0,100.0,85.0,99.0
120.0,100.0,85.0,99.0
119.0,100.0,85.0,99.0
118.0,100.0,85.0,99.0
117.0,100.0,85.0,99.0
116.0,101.0,85.0,99.0
116.0,101.0,85.0,99.0
116.0,102.0,85.0,99.0
116.0,103.0,85.0,99.0
116.0,103.0,85.0,99.0
116.0,104.0,85.0,99.0
117.0,105.0,85.0,99.0
117.0,106.0,85.0,99.0
117.0,106.0,85.0,99.0
117.0,107.0,85.0,99.0
117.0,108.0,85.0,99.0
118.0,108.0,85.0,99.0
118.0,109.0,85.0,99.0
118.0,110.0,85.0,99.0
118.0,111.0,85.0,99.0
118.0,111.0,85.0,99.0
119.0,112.0,85.0,99.0
119.0,113.0,85.0,99.0
119.0,113.0,85.0,99.0
119.0,114.0,85.0,99.0
119.0,115.0,85.0,99.0
120.0,116.0,85.0,99.0
120.0,116.0,85.0,99.0
120.0,116.0,85.0,99.0
120.0,116.0,85.0,99.0
120.0,116.0,85.0,99.0
120.0,116.0,85.0,99.0
120.0,116.0,85.0,99.0
120.0,117.0,85.0,99.0
120.0,117.0,85.0,99.0
120.0,117.0,85.0,99.0
120.0,117.0,85.0,99.0
120.0,117.0,85.0,99.0
120.0,117.0,85.0,99.0
120.0,118.0,85.0,99.0
119.0,118.0,85.0,99.0
118.0,118.0,85.0,99.0
118.0,119.0,85.0,99.0
117.0,119.0,85.0,99.0
117.0,119.0,85.0,99.0
116.0,120.0,85.0,99.0
116.0,120.0,85.0,99.0
115.0,121.0,85.0,99.0
115.0,121.0,85.0,99.0
114.0,121.0,85.0,99.0
113.0,122.0,85.0,99.0
113.0,122.0,85.0,99.0
112.0,123.0,85.0,99.0
112.0,123.0,85.0,99.0
111.0,123.0,85.0,99.0
111.0,124.0,85.0,99.0
110.0,124.0,85.0,99.0
110.0,125.0,85.0,99.0
110.0,124.0,85.0,99.0
111.0,124.0,85.0,99.0
112.0,124.0,85.0,99.0
113.0,124.0,85.0,99.0
113.0,124.0,85.0,99.0
114.0,124.0,85.0,99.0
115.0,124.0,85.0,99.0
116.0,124.0,85.0,99.0
115.0,124.0,85.0,99.0
115.0,124.0,85.0,99.0
115.0,124.0,84.0,99.0
114.0,124.0,85.0,99.0
114.0,125.0,85.0,98.0
114.0,125.0,84.0,98.0
113.0,125.0,85.0,98.0
113.0,125.0,85.0,98.0
113.0,125.0,84.0,98.0
113.0,126.0,84.0,97.0
112.0,126.0,85.0,97.0
112.0,126.0,84.0,97.0
112.0,126.0,84.0,97.0
111.0,126.0,85.0,97.0
111.0,127.0,84.0,96.0
111.0,127.0,84.0,96.0
111.0,127.0,84.0,96.0
110.0,127.0,84.0,96.0
110.0,127.0,84.0,96.0
110.0,128.0,83.0,95.0
109.0,128.0,84.0,95.0
109.0,128.0,84.0,95.0
109.0,128.0,83.0,95.0
108.0,128.0,84.0,95.0
108.0,129.0,84.0,94.0
108.0,129.0,83.0,94.0
108.0,129.0,83.0,94.0
107.0,129.0,84.0,94.0
107.0,129.0,83.0,94.0
107.0,130.0,83.0,93.0
106.0,130.0,84.0,93.0
106.0,130.0,83.0,93.0
106.0,130.0,83.0,93.0
106.0,131.0,83.0,92.0
104.0,130.0,83.0,92.0
103.0,130.0,83.0,92.0
102.0,130.0,83.0,92.0
101.0,130.0,83.0,92.0
99.0,130.0,83.0,92.0
98.0,130.0,83.0,92.0
97.0,130.0,83.0,92.0
96.0,130.0,83.0,92.0
94.0,129.0,83.0,92.0
93.0,129.0,83.0,92.0
92.0,129.0,83.0,92.0
91.0,129.0,83.0,92.0
89.0,129.0,83.0,92.0
88.0,129.0,83.0,92.0
87.0,129.0,83.0,92.0
86.0,129.0,83.0,92.0
85.0,129.0,83.0,92.0
85.0,129.0,83.0,92.0
85.0,129.0,83.0,92.0
85.0,129.0,83.0,92.0
85.0,129.0,83.0,92.0
86.0,129.0,83.0,92.0
86.0,129.0,83.0,92.0
86.0,129.0,83.0,92.0
86.0,129.0,83.0,92.0
86.0,129.0,83.0,92.0
87.0,129.0,83.0,92.0
87.0,129.0,83.0,92.0
87.0,129.0,83.0,92.0
87.0,129.0,83.0,92.0
88.0,129.0,83.0,92.0
88.0,129.0,83.0,92.0
88.0,129.0,83.0,92.0
88.0,129.0,83.0,92.0
88.0,129.0,83.0,92.0
89.0,129.0,83.0,92.0
89.0,129.0,83.0,92.0
89.0,129.0,83.0,92.0
89.0,129.0,83.0,92.0
89.0,129.0,83.0,92.0
90.0,129.0,83.0,92.0
90.0,129.0,83.0,92.0
90.0,129.0,83.0,92.0
90.0,129.0,83.0,92.0
91.0,129.0,83.0,92.0
91.0,128.0,83.0,92.0
91.0,128.0,83.0,92.0
92.0,128.0,83.0,92.0
92.0,127.0,83.0,92.0
93.0,127.0,83.0,92.0
93.0,127.0,83.0,92.0
94.0,126.0,83.0,92.0
94.0,126.0,83.0,92.0
94.0,126.0,83.0,92.0
95.0,125.0,83.0,92.0
95.0,125.0,83.0,92.0
96.0,125.0,83.0,92.0
96.0,124.0,83.0,92.0
97.0,124.0,83.0,92.0
97.0,124.0,83.0,92.0
97.0,123.0,83.0,92.0
98.0,123.0,83.0,92.0
98.0,123.0,83.0,92.0
99.0,122.0,83.0,92.0
99.0,122.0,83.0,92.0
100.0,122.0,83.0,92.0
100.0,122.0,83.0,92.0
100.0,122.0,83.0,92.0
101.0,122.0,83.0,92.0
101.0,122.0,83.0,92.0
102.0,122.0,83.0,92.0
102.0,122.0,83.0,92.0
103.0,122.0,83.0,92.0
103.0,122.0,83.0,92.0
104.0,122.0,83.0,92.0
104.0,122.0,83.0,92.0
105.0,122.0,83.0,92.0
105.0,122.0,83.0,92.0
106.0,122.0,83.0,92.0
105.0,122.0,83.0,92.0
